amount,norm_amount,game_id,user_id
5.4,0.018556701030927835,68,2
0.4,0.0033057851239669425,150,2
0.6,0.0014634146341463415,5,2
2.7,0.01741935483870968,76,2
0.2,0.002531645569620253,23,2
6.9,0.04156626506024096,148,2
1.6,0.005555555555555556,85,2
29.0,0.11646586345381527,164,2
5.5,0.041666666666666664,142,2
0.8,0.04123711340206186,113,2
14.5,0.010638297872340425,104,2
3.4,0.01152542372881356,22,2
3.4,0.003304178814382896,111,2
0.2,0.0001728608470181504,64,2
2.4,0.024742268041237112,62,2
10.8,0.01010289990645463,89,2
52.0,0.21940928270042195,114,2
25.0,0.03607503607503607,26,2
24.0,0.27906976744186046,132,2
14.3,0.02310177705977383,28,2
10.2,0.021794871794871794,48,2
2.0,0.019417475728155338,149,2
0.9,0.15,57,2
0.9,0.020930232558139535,45,2
0.2,0.005128205128205128,108,2
0.3,0.006521739130434782,73,2
0.4,0.0009280742459396752,19,2
0.5,0.04310344827586207,127,2
12.2,0.04621212121212121,116,2
2.7,0.020454545454545454,44,2
0.3,0.002173913043478261,166,2
8.3,0.015839694656488552,40,2
0.1,0.0014705882352941176,58,2
6.4,0.054237288135593226,119,2
4.9,0.14411764705882354,83,2
7.9,0.2323529411764706,98,2
1.4,0.03783783783783783,163,2
9.7,0.05987654320987654,72,2
41.0,0.0625,29,2
1.5,0.023809523809523808,117,2
9.8,0.058333333333333334,101,2
5.8,0.17575757575757575,124,2
0.7,0.020588235294117647,138,2
0.1,0.006289308176100629,151,2
19.3,0.26438356164383564,91,2
2.3,0.053488372093023255,162,2
0.4,0.009302325581395349,130,2
0.8,0.0009592326139088729,102,2
0.2,0.00032206119162640903,71,2
1.6,0.01927710843373494,0,2
1.2,0.0017595307917888563,4,2
0.2,0.0012048192771084338,128,2
14.3,0.2234375,82,2
65.0,0.47101449275362317,60,2
0.3,0.0031914893617021275,86,3
48.0,0.26373626373626374,185,3
0.2,0.03333333333333333,57,3
0.6,0.02727272727272727,96,3
5.6,0.9655172413793103,286,3
29.0,0.02480752780153978,276,3
0.7,0.4117647058823529,241,3
7.3,0.00534407027818448,223,3
158.0,0.193390452876377,90,3
3.5,0.0330188679245283,222,3
0.1,0.011904761904761904,254,3
32.0,0.1553398058252427,2,3
0.4,0.05405405405405406,183,3
1.7,0.0028764805414551605,256,3
16.1,0.19166666666666668,50,3
17.9,0.24189189189189186,179,3
0.2,0.04,180,3
3.4,0.002051901025950513,246,3
98.0,0.3402777777777778,85,3
10.7,0.020419847328244273,40,3
44.0,0.060689655172413794,3,3
1.0,0.7142857142857143,210,3
0.2,0.4,270,3
1.3,0.0019230769230769232,259,3
16.1,0.11666666666666668,249,3
0.5,0.020833333333333332,131,3
3.1,0.013537117903930132,160,3
19.9,0.10585106382978722,129,3
0.1,0.0010204081632653062,198,3
6.9,0.23,266,3
7.6,0.2111111111111111,230,3
2.7,0.003982300884955752,212,3
1.8,0.013636363636363637,44,3
3.0,0.02564102564102564,257,3
2.1,0.1603053435114504,189,3
1.3,0.03513513513513514,238,3
2.9,0.29292929292929293,224,3
37.0,0.022451456310679612,233,3
1.4,0.0015325670498084287,284,3
2.4,0.12244897959183672,258,3
0.1,0.002564102564102564,205,3
1.7,0.14912280701754385,200,3
0.2,0.045454545454545456,261,3
1.2,0.01818181818181818,13,3
12.3,0.050409836065573775,100,3
1.9,0.18627450980392157,203,3
0.1,6.930006930006931e-05,105,3
0.2,0.01639344262295082,202,3
1.7,0.015315315315315315,190,3
0.8,0.003418803418803419,21,3
7.5,0.9375,193,3
2.7,0.016666666666666666,72,3
26.0,0.7878787878787878,34,3
19.1,0.12243589743589745,206,3
0.3,0.028846153846153844,177,3
0.2,0.0010050251256281408,255,3
0.2,0.010471204188481676,285,3
2.3,0.2987012987012987,228,3
0.3,0.5,178,3
4.8,0.004843592330978809,145,3
4.2,0.012612612612612614,123,3
11.6,0.3411764705882353,83,3
3.2,0.08888888888888889,242,3
1.1,0.003206997084548105,248,3
6.8,0.016113744075829384,161,3
1.1,0.05238095238095238,209,3
0.4,0.009302325581395349,45,3
3.5,0.29914529914529914,194,3
7.2,0.02175226586102719,35,3
6.1,0.07625,235,3
2.8,0.05970149253731342,213,3
0.5,0.014705882352941176,98,3
41.0,0.05916305916305916,26,3
3.8,0.02054054054054054,24,3
0.7,0.006363636363636363,55,3
12.6,0.3230769230769231,218,3
1.2,0.024999999999999998,278,3
3.6,0.25,229,3
5.1,0.06455696202531645,23,3
32.0,0.0975609756097561,187,3
5.4,0.5806451612903226,237,3
7.7,0.6015625,280,3
0.2,0.002666666666666667,196,3
0.8,0.0024316109422492403,208,3
0.9,0.1285714285714286,265,3
5.2,0.06666666666666667,56,3
0.2,0.009090909090909092,219,3
10.0,0.0066711140760507,175,3
4.4,0.007913669064748202,281,3
1.3,0.0393939393939394,124,3
0.9,0.391304347826087,239,3
54.0,0.109979633401222,186,3
4.2,0.09333333333333334,195,3
0.4,0.042105263157894736,217,3
1.3,0.023214285714285715,188,3
0.5,0.023809523809523808,243,3
0.6,0.024999999999999998,226,3
0.5,0.07042253521126761,216,3
2.5,0.21551724137931036,260,3
1.1,0.01746031746031746,117,3
0.2,0.002272727272727273,267,3
4.9,0.37121212121212127,16,3
5.8,0.11372549019607843,207,3
5.8,0.1657142857142857,15,3
1.2,0.2727272727272727,227,3
0.8,0.06451612903225806,171,3
0.7,0.005035971223021582,137,3
6.3,0.015441176470588234,140,3
0.3,0.03296703296703297,236,3
0.4,0.0019417475728155341,283,3
2.5,0.05434782608695652,262,3
0.6,0.05405405405405406,264,3
3.4,0.53125,247,3
2.9,0.018709677419354837,76,3
0.1,0.00196078431372549,272,3
0.3,0.002142857142857143,192,3
0.4,0.003738317757009346,215,3
39.0,0.4936708860759494,97,3
3.2,0.463768115942029,271,3
1.7,0.0265625,214,3
0.4,0.04123711340206186,282,3
10.2,1.0,244,3
13.6,0.04610169491525424,22,3
2.0,0.004338394793926247,182,3
32.0,0.03524229074889868,176,3
13.2,0.15903614457831325,273,3
4.1,0.0028062970568104037,174,3
0.3,0.001910828025477707,47,3
0.4,0.00975609756097561,173,3
0.1,0.001282051282051282,240,3
0.3,0.021897810218978103,253,3
2.3,0.17424242424242423,245,3
20.0,0.1694915254237288,119,3
6.3,1.0,268,3
0.3,0.19999999999999998,199,3
0.3,0.37499999999999994,250,3
5.9,0.007032181168057212,25,3
30.0,0.02506265664160401,211,3
0.2,0.0006024096385542169,263,3
0.2,0.0033898305084745766,279,3
0.4,0.01904761904761905,204,3
0.4,0.04938271604938272,220,3
0.1,0.012987012987012988,277,3
0.1,0.007042253521126762,274,3
8.5,0.0026746381371932034,231,3
4.0,0.013745704467353952,68,3
1.8,0.0375,252,3
0.3,0.013636363636363636,197,3
1.1,0.07971014492753624,275,3
0.2,0.004651162790697674,172,3
0.2,0.008695652173913044,184,3
4.5,0.10465116279069768,130,3
0.3,0.013043478260869565,225,3
12.7,0.7987421383647798,151,3
2.3,0.001375598086124402,146,3
1.2,0.08571428571428572,232,3
0.4,0.047619047619047616,221,3
4.5,0.08653846153846154,201,3
9.8,0.11807228915662651,0,3
3.6,0.010650887573964497,12,3
0.2,0.006666666666666667,269,3
24.0,0.09090909090909091,116,3
58.0,0.3431952662721893,191,3
2.6,0.0060324825986078886,19,3
2.1,0.028767123287671233,91,3
7.5,0.07211538461538461,27,3
9.1,0.13582089552238805,234,3
2.1,0.25609756097560976,181,3
11.1,0.025934579439252335,67,4
9.2,0.06917293233082707,295,4
2.2,0.010679611650485438,289,4
2.6,0.0456140350877193,301,4
7.6,0.01450381679389313,40,4
52.0,0.33121019108280253,288,4
2.5,0.049019607843137254,307,4
0.9,0.00047318611987381704,7,4
3.5,0.025362318840579712,297,4
4.8,0.17777777777777778,298,4
13.3,0.08750000000000001,294,4
40.0,0.03913894324853229,38,4
71.0,0.36787564766839376,296,4
8.9,0.03284132841328413,305,4
4.1,0.04939759036144578,273,4
0.7,0.0009655172413793102,3,4
10.6,0.3925925925925926,304,4
11.0,0.014511873350923483,20,4
11.8,0.1512820512820513,56,4
0.6,0.00631578947368421,302,4
6.3,0.013152400835073068,118,4
2.6,0.0010466988727858293,293,4
3.8,0.04578313253012048,0,4
4.6,0.14375,308,4
26.0,0.15294117647058825,292,4
1.3,0.001906158357771261,4,4
0.4,0.00784313725490196,272,4
0.4,0.0005714285714285715,300,4
1.4,0.017499999999999998,235,4
27.0,0.033047735618115054,90,4
1.3,0.005019305019305019,6,4
7.6,0.18095238095238095,290,4
0.5,0.005376344086021506,303,4
1.6,0.0020050125313283208,306,4
1.6,0.020253164556962026,23,4
0.6,0.010909090909090908,291,4
10.4,0.020512820512820513,299,4
0.7,0.03954802259887005,315,5
0.6,0.013953488372093023,172,5
5.7,0.004298642533936652,310,5
1.2,0.0006837606837606838,8,5
5.2,0.004355108877721943,9,5
0.5,0.1,180,5
1.2,0.002564102564102564,48,5
0.3,0.03225806451612903,312,5
2.1,0.0015373352855051245,223,5
0.4,0.002898550724637681,166,5
6.4,0.0810126582278481,23,5
2.8,0.1407035175879397,311,5
1.8,0.13846153846153847,309,5
8.5,0.6854838709677419,171,5
5.2,0.12093023255813953,130,5
0.6,0.00909090909090909,13,5
0.3,0.0028846153846153843,27,5
32.0,0.03131115459882583,38,5
0.1,0.007352941176470589,313,5
0.1,0.0012048192771084338,0,5
12.7,0.017517241379310343,3,5
1.4,0.016091954022988506,357,6
17.1,0.06477272727272727,116,6
2.3,0.1411042944785276,333,6
1.5,0.01282051282051282,122,6
103.0,0.1965648854961832,40,6
1.2,0.4615384615384615,335,6
0.9,0.005487804878048781,324,6
2.6,0.01897810218978102,354,6
0.7,0.2258064516129032,361,6
0.6,0.04615384615384615,309,6
0.2,0.0020408163265306124,360,6
223.0,0.2941952506596306,20,6
0.1,5.980861244019139e-05,146,6
1.2,0.006666666666666666,329,6
0.1,0.00025510204081632655,53,6
3.9,0.06290322580645161,325,6
0.5,0.010869565217391304,262,6
0.1,0.0024390243902439024,346,6
0.3,0.008823529411764706,83,6
1.5,0.0034482758620689655,323,6
0.3,0.00967741935483871,350,6
0.6,0.017142857142857144,15,6
0.1,0.0002444987775061125,316,6
0.8,0.0010025062656641604,306,6
3.9,0.14444444444444443,304,6
12.2,0.04501845018450184,39,6
2.1,0.026582278481012658,97,6
0.9,0.20454545454545453,227,6
0.1,0.00196078431372549,334,6
0.7,0.00660377358490566,328,6
0.1,0.002777777777777778,230,6
91.0,0.11138310893512852,90,6
0.2,0.01694915254237288,326,6
1.6,0.4102564102564103,353,6
10.5,0.03559322033898305,22,6
0.3,0.0032967032967032967,339,6
1.7,0.00551948051948052,59,6
3.8,0.002535023348899266,175,6
1.1,0.00480349344978166,160,6
5.7,0.12127659574468086,319,6
1.1,0.006508875739644971,191,6
0.3,0.013636363636363636,197,6
2.3,0.014649681528662419,47,6
0.7,0.0016786570743405275,75,6
22.0,0.19130434782608696,314,6
9.2,0.009001956947162425,38,6
0.1,0.001851851851851852,320,6
0.4,0.017391304347826087,358,6
2.0,0.023809523809523808,50,6
3.2,0.03855421686746988,0,6
0.2,0.0004761904761904762,318,6
3.0,0.013513513513513514,321,6
2.8,0.2916666666666667,348,6
2.9,0.22656249999999997,280,6
0.9,0.1285714285714286,345,6
14.7,0.12049180327868853,362,6
4.3,0.005224787363304981,343,6
0.1,0.012987012987012988,277,6
1.8,0.005714285714285714,356,6
0.3,0.0034883720930232558,79,6
0.5,0.0037313432835820895,337,6
7.3,0.0811111111111111,341,6
9.8,0.029429429429429433,123,6
0.1,6.930006930006931e-05,105,6
4.5,0.1875,363,6
0.2,0.0030303030303030303,13,6
0.4,0.22222222222222224,332,6
195.0,0.19383697813121273,317,6
0.8,0.0008072653884964682,145,6
0.3,0.0002915451895043732,111,6
1.3,0.03823529411764706,98,6
0.1,0.0020833333333333333,322,6
0.4,0.010810810810810811,336,6
0.2,0.13333333333333333,338,6
0.2,0.012269938650306749,342,6
2.3,0.22999999999999998,355,6
0.7,0.0022435897435897434,340,6
21.0,0.028965517241379312,3,6
1.5,0.012295081967213115,331,6
4.6,0.14375,347,6
0.1,0.0050251256281407045,311,6
12.3,0.3416666666666667,327,6
1.4,0.2978723404255319,351,6
116.0,0.18441971383147854,74,6
3.3,0.24087591240875914,344,6
1.8,0.023076923076923078,352,6
10.6,0.23555555555555555,195,6
0.7,0.04794520547945205,330,6
0.8,0.1038961038961039,228,6
0.5,0.017241379310344827,359,6
1.2,0.07547169811320754,151,6
0.4,0.002380952380952381,101,6
0.1,0.02040816326530612,349,6
0.2,0.0058823529411764705,138,6
2.1,0.008433734939759036,164,6
3.2,0.03855421686746988,0,7
4.0,0.05128205128205128,125,7
3.6,0.03214285714285715,69,7
29.0,0.03456495828367104,25,7
3.3,0.04177215189873418,23,7
1.2,0.0025,369,7
152.0,0.25249169435215946,379,7
1.3,0.007692307692307694,383,7
13.8,0.10534351145038169,374,7
9.2,0.009145129224652087,317,7
3.2,0.0761904761904762,365,7
5.8,0.015223097112860892,52,7
0.3,0.00375,371,7
0.1,0.0003891050583657588,364,7
0.7,0.0029914529914529912,21,7
0.8,0.0015564202334630351,385,7
6.8,0.025757575757575757,116,7
4.2,0.026923076923076925,370,7
26.0,0.024761904761904763,95,7
4.5,0.016853932584269662,373,7
5.2,0.08125,367,7
9.1,0.021411764705882352,368,7
4.1,0.0026640675763482777,380,7
34.0,0.20987654320987653,378,7
10.5,0.014482758620689656,3,7
0.5,0.07936507936507936,376,7
8.8,0.04835164835164835,31,7
17.3,0.0361169102296451,118,7
0.5,0.050505050505050504,381,7
2.4,0.0016427104722792608,174,7
6.9,0.016428571428571428,318,7
13.2,0.12692307692307692,27,7
4.6,0.1586206896551724,43,7
25.0,0.08250825082508251,382,7
2.5,0.005341880341880342,48,7
1.6,0.004081632653061225,53,7
32.0,0.027610008628127698,386,7
0.6,0.0022304832713754648,377,7
3.8,0.08837209302325581,172,7
3.0,0.004329004329004329,26,7
18.3,0.08243243243243244,321,7
14.0,0.026119402985074626,384,7
27.0,0.041158536585365856,29,7
18.2,0.026530612244897958,120,7
0.3,0.005454545454545454,375,7
154.0,0.18712029161603888,343,7
0.6,0.00040026684456304204,175,7
1.4,0.0009702009702009702,105,7
15.9,0.1407079646017699,366,7
0.8,0.0125,367,8
11.4,0.015724137931034485,3,8
0.1,0.007692307692307693,309,8
29.0,0.453125,214,8
0.2,0.0024096385542168677,0,8
3.8,0.036538461538461534,27,8
1.3,0.012264150943396227,388,8
2.7,0.03417721518987342,23,8
1.2,0.008695652173913044,387,8
2.0,0.030303030303030304,13,8
1.0,0.012048192771084338,0,9
0.3,0.06,180,9
142.0,0.23588039867109634,379,9
0.4,0.006060606060606061,13,9
0.6,0.039735099337748346,392,9
1.7,0.8947368421052632,394,9
2.5,0.005219206680584551,118,9
154.0,0.08096740273396424,7,9
0.7,0.0707070707070707,224,9
33.0,0.1274131274131274,6,9
0.2,0.13333333333333333,393,9
2.7,0.010505836575875487,364,9
0.4,0.00851063829787234,390,9
2.6,0.012935323383084578,391,9
0.4,0.006060606060606061,13,10
0.3,0.01829268292682927,395,10
0.4,0.029197080291970805,253,10
0.6,0.04580152671755725,189,10
2.4,0.028915662650602407,0,10
1.8,0.0013574660633484162,310,10
2.7,0.015340909090909093,30,11
0.5,0.0036231884057971015,297,11
0.4,0.01904761904761905,406,11
37.0,0.05339105339105339,26,11
17.4,0.2523076923076923,402,11
13.3,0.13571428571428573,397,11
6.0,0.06521739130434782,398,11
1.8,0.002187120291616039,343,11
5.8,0.03694267515923567,288,11
0.8,0.0007827788649706458,38,11
1.5,0.0010006671114076052,400,11
55.0,0.1049618320610687,40,11
2.4,0.012389380530973451,407,11
5.5,0.008856682769726247,71,11
9.9,0.01090308370044053,176,11
0.5,0.0078125,82,11
0.6,0.0024590163934426227,100,11
0.3,0.003614457831325301,0,11
0.9,0.028125,308,11
18.9,0.06217105263157894,135,11
38.0,0.15261044176706828,164,11
14.2,0.018733509234828496,20,11
0.5,0.007575757575757576,13,11
15.0,0.04504504504504504,123,11
31.0,0.6521739130434783,409,11
0.2,0.008,396,11
11.7,0.09999999999999999,122,11
0.7,0.0010263929618768328,4,11
1.3,0.013829787234042554,404,11
0.4,0.0018433179723502304,412,11
1.3,0.03333333333333333,411,11
1.3,0.008552631578947369,294,11
1.0,0.0020325203252032522,399,11
26.0,0.11711711711711711,321,11
19.1,0.13741007194244606,137,11
1.0,0.007142857142857143,192,11
6.2,0.031155778894472363,255,11
16.1,0.056491228070175446,1,11
37.0,0.04528763769889841,90,11
0.1,0.0005291005291005291,410,11
1.3,0.005118110236220472,403,11
9.1,0.11518987341772151,23,11
14.8,0.04457831325301205,405,11
12.9,0.04760147601476015,305,11
0.5,0.0012224938875305623,401,11
6.5,0.18055555555555555,230,11
0.9,0.002893890675241158,99,11
1.0,0.0006844626967830253,174,11
234.0,1.0,419,12
4.9,0.010470085470085471,48,12
5.7,0.31666666666666665,437,12
6.7,0.0050834597875569045,421,12
0.7,0.01346153846153846,107,12
92.0,1.0,398,12
31.0,0.02677029360967185,418,12
0.4,0.0002737850787132101,174,12
8.5,0.08854166666666667,452,12
14.2,0.08402366863905325,191,12
9.4,0.03298245614035088,1,12
81.0,0.5126582278481012,54,12
6.7,0.05037593984962406,295,12
3.1,1.0,424,12
8.4,0.19473684210526318,157,12
4.7,0.10444444444444445,195,12
0.9,0.006521739130434783,387,12
0.8,0.0049079754601227,155,12
2.0,0.014598540145985401,450,12
0.1,0.0006172839506172839,378,12
17.7,0.03518886679920477,87,12
15.2,0.04011299435028248,428,12
17.5,0.546875,347,12
4.5,0.010948905109489052,141,12
7.6,0.22352941176470587,83,12
2.3,0.04181818181818182,440,12
16.3,0.740909090909091,447,12
13.1,0.07081081081081081,24,12
4.8,0.05517241379310345,357,12
54.0,0.12949640287769784,75,12
50.0,0.423728813559322,119,12
0.4,0.0004036326942482341,145,12
0.2,0.00017605633802816902,49,12
2.1,0.004827586206896552,323,12
4.8,0.057831325301204814,0,12
2.8,1.0,426,12
1.3,0.05909090909090909,438,12
4.2,0.053164556962025315,97,12
126.0,1.0,433,12
1.0,0.02702702702702703,449,12
64.0,0.34594594594594597,115,12
13.1,0.024999999999999998,40,12
0.7,0.021875,430,12
5.5,0.08333333333333333,432,12
2.3,0.3333333333333333,423,12
6.2,0.5486725663716814,445,12
8.1,0.07168141592920353,413,12
0.8,0.009523809523809525,50,12
36.0,1.0,439,12
0.5,0.0022026431718061676,446,12
4.9,0.01808118081180812,441,12
1.3,0.04814814814814815,429,12
2.8,0.03544303797468354,23,12
4.2,0.07777777777777778,37,12
7.5,0.010822510822510822,26,12
839.0,1.0,25,12
4.1,0.3360655737704918,420,12
1.4,0.0072538860103626935,77,12
148.0,0.34579439252336447,67,12
9.6,0.0793388429752066,414,12
0.8,0.28571428571428575,451,12
1.3,0.008280254777070064,47,12
88.0,0.11609498680738786,20,12
4.8,0.003619909502262443,310,12
5.7,0.03518518518518519,72,12
1.0,0.021739130434782608,262,12
0.9,0.030000000000000002,269,12
1.3,0.007647058823529412,292,12
34.0,1.0,427,12
130.0,0.33163265306122447,53,12
0.8,0.034782608695652174,442,12
30.0,0.27522935779816515,435,12
2.6,0.015853658536585366,324,12
0.1,0.000641025641025641,370,12
21.0,1.0,434,12
193.0,0.2942073170731707,29,12
18.7,0.06515679442508711,36,12
28.0,0.2828282828282828,415,12
1.3,0.0020933977455716585,71,12
1.3,0.1015625,448,12
1.0,0.14492753623188406,271,12
113.0,0.1098153547133139,111,12
0.7,0.02121212121212121,124,12
9.5,0.17592592592592593,416,12
4.8,0.007894736842105263,63,12
0.1,0.0078125,425,12
44.0,0.02935290193462308,175,12
73.0,0.6460176991150443,366,12
5.0,0.1388888888888889,230,12
0.3,0.000149402390438247,417,12
5.4,0.07105263157894737,444,12
1.9,0.15447154471544713,431,12
2.4,0.20689655172413793,260,12
25.0,0.22935779816513763,436,12
623.0,1.0,422,12
5.6,0.43749999999999994,280,12
3.4,0.01290322580645161,443,12
1.3,0.0026422764227642275,399,12
12.7,0.015544675642594858,90,12
13.4,0.1810810810810811,179,12
7.2,0.009931034482758621,3,13
38.0,0.02865761689291101,310,13
18.0,0.12949640287769784,137,13
16.2,0.13388429752066114,150,13
2.1,0.0328125,82,13
35.0,0.14056224899598393,164,13
15.3,0.06681222707423581,160,13
10.7,0.16818181818181815,465,13
7.2,0.26666666666666666,508,13
14.4,0.16,341,13
9.8,0.6724137931034484,503,13
81.0,0.37155963302752293,468,13
0.5,0.0020491803278688526,100,13
7.9,0.02564935064935065,59,13
5.3,0.046902654867256637,366,13
4.6,0.05897435897435897,56,13
0.4,0.010810810810810811,459,13
3.1,0.0071925754060324825,19,13
19.8,0.3666666666666667,464,13
0.8,0.0006902502157031924,386,13
0.7,0.014583333333333332,463,13
1.1,0.04230769230769231,477,13
0.5,0.00980392156862745,272,13
0.1,0.003125,308,13
41.0,0.7407407407407407,495,13
7.4,0.115625,488,13
2.2,0.0125,30,13
16.9,0.024386724386724384,26,13
0.9,0.08737864077669903,497,13
0.9,0.01875,252,13
19.5,0.07442748091603053,467,13
16.6,0.05783972125435541,36,13
6.2,0.38036809815950917,342,13
5.6,0.18666666666666665,499,13
20.0,0.18867924528301888,328,13
0.8,0.13793103448275862,286,13
0.5,0.0004892367906066536,38,13
21.0,0.42,482,13
0.2,0.013698630136986302,330,13
9.8,0.037121212121212124,116,13
15.7,0.06652542372881355,486,13
14.2,0.4057142857142857,476,13
3.4,0.07234042553191489,494,13
4.9,0.026063829787234045,129,13
0.4,0.001762114537444934,446,13
4.8,0.01991701244813278,456,13
46.0,0.14790996784565916,99,13
12.6,0.06999999999999999,496,13
11.4,0.9400000000000001,513,13
2.5,0.2293577981651376,500,13
5.2,0.065,516,13
1.9,0.06551724137931034,473,13
5.7,0.38775510204081637,32,13
2.1,0.007291666666666667,85,13
0.4,0.014814814814814815,429,13
30.0,0.03575685339690107,25,13
1.3,0.043333333333333335,458,13
1.3,0.004406779661016949,22,13
41.0,0.05408970976253298,20,13
44.0,0.28205128205128205,206,13
8.1,0.16874999999999998,278,13
0.5,0.0510204081632653,491,13
0.9,0.001829268292682927,399,13
10.2,0.031003039513677808,208,13
10.2,0.07611940298507462,337,13
0.5,0.006024096385542169,0,13
4.4,0.010208816705336427,483,13
1.8,0.11392405063291139,509,13
15.0,0.13636363636363635,55,13
56.0,1.0,460,13
7.4,0.1510204081632653,506,13
17.3,0.01905286343612335,176,13
1.7,0.08536585365853659,502,13
24.0,0.20353982300884957,407,13
1.4,0.07954545454545453,469,13
0.7,0.008333333333333333,454,13
2.4,0.0192,466,13
13.9,0.28958333333333336,65,13
12.3,0.15375,471,13
1.1,0.004641350210970465,114,13
153.0,1.0,479,13
10.4,0.10721649484536083,62,13
0.6,0.012244897959183673,515,13
59.0,0.0899390243902439,485,13
14.6,0.05387453874538745,39,13
3.5,0.050724637681159424,474,13
1.5,0.038461538461538464,205,13
132.0,0.32592592592592595,480,13
0.7,0.04069767441860465,492,13
15.2,0.04108108108108108,167,13
27.0,0.06601466992665037,401,13
0.8,0.05405405405405406,489,13
5.9,0.01,455,13
0.4,0.01,493,13
0.3,0.005769230769230769,46,13
9.1,0.5909090909090908,490,13
57.0,0.11875,369,13
4.4,0.055696202531645575,23,13
27.0,0.313953488372093,504,13
24.0,0.048879837067209775,186,13
0.4,0.03738317757009346,511,13
1.6,0.00392156862745098,140,13
0.2,0.02777777777777778,487,13
24.0,0.38095238095238093,117,13
1.5,0.06818181818181818,96,13
2.0,0.08333333333333333,505,13
6.0,0.02247191011235955,168,13
